nr,date,year,title,duration_min,notes,link
113,2020-05-27,2020,Die Corona-Egoisten,45,"Macht die Krise uns rücksichtsloser? Wir sammeln Hinweise aus der Schweiz, Österreich und Deutschland. Außerdem: Wie Österreich sich zum Naziopfer verklärte.

In Deutschland demonstrieren sie sogar gegen die letzten noch verbliebenen Corona-Einschränkungen, in Österreich warnt eine Studie vor einem neuen Rückzug ins Biedermeier und den Südländern soll, wenn es nach Sebastian Kurz geht, nur mäßig mit EU-Geld geholfen werden: Wir diskutieren, ob uns die Corona-Krise zu Egoisten macht.

Außerdem bei “Servus. Grüezi. Hallo.“: Wie Österreich es direkt nach dem Zweiten Weltkrieg schaffte, sich zum unschuldigen Opfer des Nationalsozialismus zu stilisieren. Und wie hoffähig auch dann der Antisemitismus noch war.

Ab dem 15.1.2025 sind Teile des Archivs von “Servus. Grüezi. Hallo.” nur noch exklusiv mit einem Digitalabo der ZEIT zu hören – auf zeit.de, auf Apple Podcasts und auf Spotify. Ein kostenloses Probeabo können Sie hier abschließen. Wie Sie ihr Abo mit Spotify oder Apple Podcasts verbinden, lesen Sie hier.",https://www.zeit.de/gesellschaft/2020-05/coronavirus-fehlende-solidaritaet-egoismus-politikpodcast
114,2020-06-03,2020,Diese Corona-Apps sind doch Käse,43,"Österreich hat schon eine Corona-App, die aber zu wenige nutzen; warum dauert das in Deutschland so viel länger? Und: Wie die Schweiz zum Käseland wurde.

600.000 Österreicher haben die Corona-App installiert – warum nicht mehr? In der Schweiz läuft noch die Testphase, und Deutschland hat wegen Datenschutz mal wieder länger gebraucht. Wir diskutieren, was die Corona-Apps unserer Länder unterscheidet und wie viel sie im Kampf gegen die Seuche bringen.

Außerdem: Die Schweiz ist berühmt für ihren Käse, dabei produziert sie nicht mal besonders viel davon. Wie verachtenswert ist Gouda? Und was hat es mit dem Würchwitzer Milbenkäse auf sich?",https://www.zeit.de/gesellschaft/2020-06/tracing-app-corona-oesterreich-schweiz-politikpodcast
115,2020-06-10,2020,Schwarze Heimat,49,"Schwarze Nationalräte und “brown babies”: Black History Week beim Alpenpodcast. Außerdem: Wie unsere Länder den Kulturschaffenden helfen.

In Deutschland fallen sie leicht durch die Hilfsnetze, in Österreich haben sie eine Staatssekretärin gestürzt: Die Kulturschaffenden haben in der Corona-Krise offenbar unterschiedlich viel Einfluss auf die Politik – und werden deshalb auch unterschiedlich stark gefördert.

Außerdem: Wir berichten von Schwarzen in der Geschichte unserer Länder. Wie James Baldwin mal in einem Schweizer Bergdorf strandete, wie ein angesehener schwarzer Hofdiener nach seinem Tod ausgestellt wurde – und wie die Kinder schwarzer US-Soldaten und deutscher Frauen im Nachkriegsdeutschland ausgegrenzt wurden.",https://www.zeit.de/gesellschaft/2020-06/black-history-rassismus-oesterreich-schweiz-politikpodcast
116,2020-06-17,2020,Rassisten runter vom Sockel?,39,"Kriegsherren, Antisemiten, Sklavenhändler – wie sollen unsere Länder umgehen mit den Statuen von aus heutiger Sicht zwielichtigen Menschen? Und: Was der Ibiza-Ausschuss bringt.

In Wien steht noch ein Denkmal für Karl Lueger, der Wiener Bürgermeister war – aber auch glühender Antisemit. Und in Hamburg schlafen Studenten der Bundeswehr-Uni in einem Studentenwohnheim, das nach Lothar von Trotha benannt ist, der einst den Völkermord an den Herero befahl. Gehören diese Denkmäler nun alle gestürzt, die Häuser und Straßen umbenannt? Wie viel hässliche Geschichte muten wir uns im öffentlichen Raum zu und wie perfekt müssen unsere Helden sein?

Zweites Thema bei Servus. Grüezi. Hallo.: Der parlamentarische Untersuchungsausschuss zum Ibiza-Skandal läuft an. Wie schlägt sich Heinz-Christian Strache und warum steht die Glücksspiel-Industrie so im Mittelpunkt?",https://www.zeit.de/gesellschaft/2020-06/erinnerungskultur-rassismus-denkmaeler-politikpodcast
117,2020-06-24,2020,Walzer in Afrika,43,"Österreich und die Schweiz hatten keine Kolonien, profitiert haben sie trotzdem. Und die Deutschen verübten in Afrika ihren ersten Völkermord. Warum reden wir nicht darüber?

Mindestens 50.000 Tote, Konzentrationslager und gezieltes Verhungernlassen: Anfang des 20. Jahrhunderts verübte Deutschland einen Völkermord in seinen afrikanischen Kolonien, an den Herero und Nama. Es brauchte über 100 Jahre, bis die Regierung das eingestand. Und die Schweizer und Österreicher haben noch bis vor Kurzem offiziell so getan, als hätten sie mit Kolonialismus nichts am Hut, weil sie selbst keine Gebiete auf anderen Kontinenten kontrollierten. Dabei haben sie mit Sklaven gehandelt, gemordet, sich bereichert.

In dieser Folge von “Servus. Grüezi. Hallo.” widmen wir uns ganz dem Kolonialismus. Erst berichten wir von den Verstrickungen unserer Länder in diesen globalen Ausbeutungszusammenhang. Dann diskutieren wir, ob wir auch heute noch in kolonialen Verhältnissen leben und wie eigentlich ein angemessener Umgang mit dem Kolonialismus heute aussehen würde.",https://www.zeit.de/gesellschaft/2020-06/voelkermord-herero-nama-kolonialismus-sklavenhandel-politikpodcast
118,2020-07-01,2020,Hier zocken nur die Schweizer,46,"Warum haben in der Schweiz so viel mehr Menschen Aktien als in Deutschland und Österreich? Und: Wie es der Bodenseeregion mit den geschlossenen Grenzen ging.

Wirecard-Skandal, Lufthansa-Rausschmiss: Im wichtigsten deutschen Aktienindex Dax ist gerade einiges los. Und ausgerechnet mitten in der Corona-Zeit haben viele Kleinanleger den Börsenhandel für sich entdeckt. Warum aber gibt es in Deutschland und Österreich so viel weniger Aktienbesitzer als in der Schweiz? Ist das ein Problem? Und was hat Manfred Krug damit zu tun?

Außerdem bei Servus. Grüezi Hallo.: Wie die Bodenseeregion die Zeit der Grenzschließungen überstanden hat. Wir berichten von Schiffskapitänen und Mittelständlern, die erst durch die Krise so richtig gemerkt haben, wie sehr sie auf die Nachbarländer und auf die offenen Grenzen angewiesen sind.",https://www.zeit.de/serie/servus-gruezi-hallo
119,2020-07-15,2020,"Schluss mit Bussi, Bussi",44,"Warum Österreich über Abfangjäger streitet und die Schweiz sich einen Blankoscheck für neue Flugzeuge ausstellt. Und: der Alpen-Knigge, Teil eins Könnten sich Österreich und die Schweiz gegen Angriffe aus der Luft verteidigen? Ist das überhaupt nötig? Und was darf es kosten? In Wien will das Verteidigungsministerium die dafür nötigen Flugzeuge eigentlich verkaufen, hat aber auch keinen Ersatz. Und in der Schweiz will man im zweiten Anlauf auch mal aufrüsten. Wir diskutieren die militärische Flugabwehr und ein wegweisendes deutsches Gerichtsurteil dazu. Zweites Thema bei “Servus. Grüezi. Hallo.“: der große Alpen-Knigge, Teil eins, Begrüßungen und Verabschiedungen. Muss man in Österreich wirklich immer alle Titel mitsprechen, auch den Magister und das Diplom? Und was ist eigentlich ein polnischer Abgang?",https://www.zeit.de/gesellschaft/2020-07/luftstreitkraefte-kampfflugzeuge-oesterreich-schweiz-politikpodcast
120,2020-07-22,2020,Kein Platz für die Schweine,44,"Dürfen Säue ihre Beine ausstrecken? Warum die Schweiz netter zu ihren Nutztieren ist als Deutschland und Österreich. Und: Wie man in Tirol seine Omas anredet. Als in Deutschland der Riesenschlachthof Tönnies wegen Corona-Infektionen stillstand – was passierte da mit den Schweinen? Und wie geht es denen überhaupt in unseren Ländern? Wir diskutieren Haltebedingungen von Tieren, den Kampf um Zentimeter in den Ställen, und die Frage, warum sich daran trotz grünen Regierungsbeteiligungen so wenig ändert.

Außerdem bei Servus. Grüezi. Hallo.: Teil zwei des Alpen-Knigge, diese Woche mit der ewigen Frage: Duzen oder Siezen? Und mit der merkwürdigen Sowohl-als-auch-Antwort, die man sich in Hamburg darauf hat einfallen lassen.",https://www.zeit.de/gesellschaft/2020-07/haltebedingungen-tiere-staelle-politikpodcast
121,2020-07-29,2020,Aus den Alpen in den Wilden Westen,47,"Siedler, Flüchtlinge, Söldner: Wer sich aus Deutschland, Österreich und der Schweiz in die USA aufgemacht hat. Und was Schweizer Banken über Unterwäsche denken. 250.000 Deutsche wanderten allein in einem Jahr in die USA aus, aus der Schweiz und Österreich kamen vergleichbar viele – in Teil eins einer Doppelfolge zu den USA erzählen wir, welche Rolle unsere Landsleute bei der Besiedlung Nordamerikas gespielt haben. Und wie die USA später, nach dem Zweiten Weltkrieg, unseren Ländern beim Wiederaufbau geholfen haben. Außerdem bei ""Servus. Grüezi. Hallo."": Alpen-Knigge, Teil 3, Kleidung. Welche Dresscodes bei Schweizer Banken herrschen und wie eine deutsche Abgeordnete mal für einen Dirndl-Eklat im Bundestag sorgte.",https://www.zeit.de/gesellschaft/2020-07/nordamerikanische-siedler-oesterreicher-schweizer-deutsche-politikpodcast
122,2020-08-05,2020,"Ami, go home?",40,"Wir diskutieren den Antiamerikanismus in Deutschland, Österreich und der Schweiz, von links und von rechts. Und wir erklären die Macht österreichischer Tanzschulen. Die US-Armee soll 12.000 Soldaten aus Deutschland abziehen, und die Deutschen finden das sogar gut. Warum ist die USA für viele ein solches Feindbild, und wie ist das eigentlich in der Schweiz und Österreich?

Außerdem bei “Servus. Grüezi. Hallo.”: Wo wir Manieren lernen. Wir erzählen von der (fast) ungebrochenen Macht österreichischer Tanzschulen und davon, ob man an Deutschland eigentlich an Klotüren klopfen darf.",https://www.zeit.de/gesellschaft/2020-08/antiamerikanismus-deutschland-oesterreich-schweiz-politikpodcast
123,2020-08-12,2020,Die nackten Weltverbesserer,45,"Warum darf man in Österreich schon mit 16 Jahren wählen, in der Schweiz und in Deutschland nicht? Und warum gibt es in Ostdeutschland so viele Nackte? Schon seit 2007 ist in Österreich erlaubt, was jetzt auch viele in Deutschland fordern: Dass bereits 16-Jährige bei nationalen Wahlen mit abstimmen dürfen. Wir diskutieren, ob die Jugendlichen dadurch politischer geworden sind und was gegen eine Absenkung des Wahlalters spricht.

Außerdem bei “Servus. Grüezi. Hallo.“: nackte Menschen. Vor über hundert Jahren gründeten sich im Berliner Umland die ersten Vereine für Freikörperkultur. Ihnen ging es um nichts weniger als die Verbesserung der Welt. Was linke von rechten Nacktheitsideologen unterschied, wie die DDR mit den Nackten umging und wo man heute in den Alpen nacktwandern kann.",https://www.zeit.de/gesellschaft/2020-08/wahlalter-16-jugendliche-politisierung-oesterreich-freikoerperkultur-ostdeutschland-politikpodcast
124,2020-08-19,2020,Vrooooooom!!!,42,"Sie sind laut, stinkig und tödlich: Motorräder. Wie gehen unsere Länder mit ihren Not-so-Easy-Ridern um? Und warum die Deutschen nun Wasser sparen müssen. In Tirol hat die Regierung laute Motorräder von einigen Bergstraßen verbannt. In Deutschland und der Schweiz gibt es ähnliche Bestrebungen. Bringt die Maßnahme etwas? Lebt es sich in den Tälern nun besser?

Außerdem bei “Servus. Grüezi. Hallo.“: In manchen Gegenden von Deutschland ist es das dritte Jahr in Folge viel zu trocken. Was bedeutet das für die Landwirtschaft und unsere persönliche Körperhygiene?",https://www.zeit.de/gesellschaft/2020-08/motorraeder-lautstaerke-taeler-bergstrassen-tirol-schweiz-deutschland-politikpodcast
125,2020-09-02,2020,Strebertum und Irrsinn,45,"Sechs Monate Seuche: Was wir seitdem über Deutschland, Österreich und die Schweiz gelernt haben. Und wie unterschiedlich die Länder mit den steigenden Zahlen umgehen. Die Schweiz hatte plötzlich einen starken Staat, in Wien hat man die Dinge lieber schnell als sauber geregelt, und die Deutschen waren mal wieder extrem vernünftig – na ja, fast alle. Wir diskutieren, was am bisherigen Umgang unserer Länder mit dem Coronavirus besonders war. Was hat uns überrascht, was gefreut, was geärgert?

Außerdem im “Servus. Grüezi. Hallo”-Update zu Corona: Wie geht es nun weiter? Einen zweiten Lockdown soll es nicht geben, aber was dann? Wir berichten von regionalen Ampeln, Veranstaltungsverboten und Wahlen in Seuchenzeiten.",https://www.zeit.de/gesellschaft/2020-09/coronavirus-fallzahlen-deutschland-oesterreich-schweiz-politikpodcast
126,2020-09-09,2020,"Deutschland, ein Brotmärchen",46,"Die Schweiz will Vätern zehn Tage frei geben – wow! Warum Deutschland und Österreich bei der Elternzeit weiter sind. Und was das deutsche Brotinstitut so macht. Der Vater arbeitet, die Frau kümmert sich um die kleinen Kinder: so ist es meistens immer noch. In der Schweiz will man den bezahlten Urlaub von Vätern nach der Geburt nun von einen auf zehn Tage ausweiten, von einer echten Elternzeit für Väter wie Deutschland und Österreich ist man noch weit entfernt. Wir diskutieren, was staatliche Anreize in der familiären Rollenverteilung bewegen können.

Außerdem bei “Servus. Grüezi. Hallo.“: Alles über’s Brot. Wir stellen das älteste Brot auf Schweizer Boden vor, die Testkategorien des deutschen Brotinstituts, und berichten von unseren eigenen Backversuchen.",https://www.zeit.de/gesellschaft/2020-09/elternzeit-schweiz-gleichstellung-vaeter-gleichberechtigung-politikpodcast
127,2020-09-16,2020,Großes Tennis,45,"Steuergeld für Privatjets: Warum der Staat kleinen Flughäfen in Deutschland und der Schweiz hilft. Und: Kommt nun ein neuer Tennisboom in Österreich? Sechs Regionalflughäfen hat Österreich, dabei fliegen die allermeisten Österreicher doch von Wien aus in die Welt. Lohnt sich das und ist es ökologisch? Wir diskutieren außerdem, warum die Stadt Lugano nun selbst einen Flughafen betreibt und wie viele der 14 deutschen Regionalflughäfen überhaupt überlebensfähig sind.

Außerdem bei ""Servus. Grüezi. Hallo."": das erste österreichisch-deutsche Finale bei einem Grand-Slam-Turnier. Dominic Thiem gewinnt die US Open gegen Alexander Zverev. Wir schauen auf den Status des Tennissports und seiner Helden in unseren Ländern – von Bobbele über Thomas Muster bis zum übergroßen Roger Federer.",https://www.zeit.de/gesellschaft/2020-09/oesterreich-flughaefen-tennis-grand-slam-finale-politikpodcast
128,2020-09-23,2020,"Österreich, eine Nullnummer",45,"Deutschland nimmt rund 1.650 Geflüchtete aus Moria auf, die Schweiz 20, Österreich null. Dabei regieren da die Grünen mit. Außerdem: Wann man Wölfe töten darf. Wie gehen unsere Länder mit den Geflüchteten um, die nach dem Brand in Moria obdachlos sind? Wir diskutieren, warum gerade Österreich so hart ist und was das für die mitregierenden Grünen bedeutet. Außerdem bei “Servus. Grüezi. Hallo.”: Die Schweiz streitet über neue Jagdregeln für Wölfe, Deutschland hat das schon hinter sich. Wir erzählen, ab wann Tierhalter sich gegen die neuen Angreifer wehren dürfen und wo die Grenze zwischen Artenschutz und Almenschutz verläuft.",https://www.zeit.de/gesellschaft/2020-09/asylpolitik-oesterreich-moria-aufnahme-gefluechtete-politikpodcast
129,2020-09-30,2020,Angst vor Großdeutschland,46,"30 Jahre Deutsche Einheit – wie fanden eigentlich Österreich und die Schweiz die Wiedervereinigung des großen Nachbarn? Und: wie die Schweiz eins wurde. Am 3. Oktober 1990 wurde Deutschland wiedervereinigt – wir diskutieren, was heute von der Teilung noch zu spüren ist. Und wir erzählen, wie die Schweiz und Österreich damals dazu standen, dass der eh schon größere Nachbar plötzlich noch größer wurde.

Außerdem: wie aus den vielen kleinen Schweizer Orten und Herrschaftsgebieten ein Nationalstaat wurde und was Napoleon damit zu tun hatte.",https://www.zeit.de/gesellschaft/2020-09/deutsche-einheit-schweiz-oesterreich-politikpodcast
130,2020-10-07,2020,Gadji Beri Bimba,44,"Wie in Zürich der Dadaismus erfunden wurde und was davon übrig ist. Und: Welche Ausländer in den Alpenländern mitwählen dürfen und welche nicht. Fast 500.000 Wiener im wahlberechtigten Alter dürfen am Sonntag bei der stadtweiten Wahl nicht mitstimmen, weil sie Ausländer sind. Wir diskutieren, ob es mehr Wahlrechte für Ausländer in unseren Ländern braucht oder ob eine erleichterte Einbürgerung die Lösung dafür ist.

Außerdem: Wie vor gut hundert Jahren der Dadaismus erfunden wurde – ausgerechnet im langweiligen Zürich!",https://www.zeit.de/gesellschaft/2020-10/dadaismus-zuerich-erfindung-kunstbewegung-schweiz-politikpodcast
131,2020-10-14,2020,Die Akte Ischgl,33,"Warum die sonst gebeutelten Sozialdemokraten Wien dominieren. Wie in Deutschland über neue Corona-Regeln gestritten wird. Und wer schuld war an Ischgl. Über 40 Prozent! Wir diskutieren, warum die SPÖ in Wien noch gewinnen kann und was jetzt eigentlich nach seiner Niederlage dort aus HC Strache wird. Außerdem vergleichen wir die neuen Corona-Regeln in Österreich und Deutschland, wo ein ziemliches Chaos um Beherbergungsverbote und allzu kleinteilige Regelungen ausgebrochen ist. Und wir berichten von den Ergebnissen der Ischgl-Kommission, die versucht hat herauszufinden, wer genau eigentlich wie viel Schuld hat daran, dass der Wintersportort im März zum absoluten europäischen Corona-Hotspot wurde.",https://www.zeit.de/gesellschaft/2020-10/corona-hotspot-skigebiet-ischgl-wintersport-alpenpodcast
